79e47e184d925d847c904b67ff3ea157e7d7854233627f4cd685606c2c7659,407
6ae8e6a641b9f6bc708464cc3cc076f91f726d8afdc139b099220f4e2abab,445
4377d2a3d0be0aaa830c9d83c9f891dc68382691477e239979924963c0544b,305
e9c97656a554385f76e7f969c1ad3a121b7a17171b1223b9435e98495ded080,606
c768ddba9985171d49535372f1d436ce8593687fee3fd73f6eb4ffb26e3647,610
172bec37224366bea87e9c1ebfa914b877141a6b3bf19eadea1fbc3828f282,640
9f463fa2589ee3512a71c9a7db3acdeb821c92488bd9fd91fb3625c2e3b4,457
2f14c1a1d733f948298ea4d61b291834ad1286ed878b5deb5cd9e82cf7d546c3,1246
6429d5418b41139f3797e4315d88785ee9dcb5f65e1ae155f1daf532688d2a,511
a3c6c18eba86f867dcab0d54168873037b44734fd37d537a48e4015a9d016,576
45205316df8765cf61cd548f06c4894f92312bfd4be51aba9060752bbb32a7,581
cdc85a848c8bf9345892e2a688f83a3f4337996286d484de07b93e7a3235fe,346
6996814e89ef7f587d1994d699dfb44175806d2782048a8171d8936405623,322
507e730acb4f12a13977b30272033fd65dd2fac34554937113ade741561f17,452
c2e6d5e2322b55797134e979226873e5b2055f5add83e2bb8a9d52e2bb422,271
35b9b77346b024d44d5c6bffc329a6fbd60dadf29dc44907e2ef3dcd788f9a0,277
bcb210e551e7fcf9befdee964ee2fdfd74e675ae3755535cd68fe6546694e,1310
c5a9726e950f38cc7ed149b216e8b6372b5b8b3ac892231992578defec44bbd,335
f0b4a5bf55c8df201d6bde72968c97df4ac8b80e9b6c8dd9c2e74b86afeccca,1236
d33e68b6a72f416a480c97b5506f10ee634afb91f22fa25b8983df3a0ff6d,505
9b7ed82dda5f49508ff9f0fc7a189f6d94805df047fe5b47a9e4cf8f7f89c4,486
df796cd8558d7d4b512556f851c420a12b5b9eac79424a3b7d095e2cc25ccd8,615
7d99a6a5bd50886228802a0407de16fa34b2f8bfcfd9cfa55a643dad81dde,438
76c308bb0731bd2c677b3483fd5779face6b6104f25770237f46f8e9aebcf,452
be32c45274aa5483995597cb2c950fa8851d7b7eb41e24c56f35f748d31180,435
2ed8ba55f965c75a1a1a751feccb8d777ed3e6c3e1f61eeb31c2124baf41f4a,427
44bc612a257ddf30f9ea8a144621a2da46449e76fcc9243f35d3eddd258bb712,344
32acf4491df3913fd17a32f9d947f2ca889c7302a70abe995a76cd9957eafe,438
ac862ba6abedbb2342e871b117d62aca98114647c4c4635d3c44a7b26232,1293
9e88b93539c149cf3e156c429f26fbcace395c7e0e377879e628274cacb456d,403
908ece7827b743661ca833cf9b7c66d8399404432713337b85d92099bc8877,374
ca58528d1bd16f9223badc3d7782459f162ba1b89380cee669e82b3aab95881e,297
11c15057522bdad960eaf7e710f8c296671a56f1a922fbf679aa36a992116,377
ced85a9376bf568857d52475447ad5ef967236949144eada67738d8d8fa4d,529
893dc31edb57b10a9816fb136755bd23e437da9adfedc9b267fdee3188a59ef,931
58cdfd41bf97da8f48f59de71dbf76541b992e30328156c0992e6ff3731e959d,315
47c858a0dfe6a91db7255fe91f5cc37c4db5afcee2f7a8677f1c0ac7c70,397
e7fc15c8f27c44bb493b96d9e7a3d721dda5f9238ca717295ab22625ab222,392
7a47f6fc279f369e191b397e7887c222ba3ddbc8c06fabe7989d2719f63cb1c9,274
d41bb34f2b5c72a3147f3bfaf7177fc241eb2966b25a2f673e34bad3e7fb497,546
5468f5415ae7afc211789eab594bad502db238e7c557bfe9d96c9eec3a4e74,417
3e8963d336ee2afcb3551df62e7da22c46abda4b88154150cbebef8694d8939,369
a8aa2df2d88319d7379de7177eabe79bcaa3bbb310e76338531ba0e5ff4c7,282
e8f7588e6ba72e9bf8d767419719244ccd1fec684d6d7f4c17d8dcaece7fe,521
902f8d2416f470d040ef4629e0d536cda82be302a6e927a1a2367a4fffb788,746
1735a3f4ff4529e2453d26276ae2916674e7ea2763df467b4a2439154ff179,344
7a10f1a70e7e016d4d82bfd7e79bcb16256bcc2078c4dcefe28c6e53396d5d,388
c83cc2dcba983f87d64279c320ba946cf465761342cd91b8f161710967b33,365
9f62dc203e2bce72247b5c1a2cdca80895ed519cbd2bf73f818956ff713595,604
6b8f2fd5111c8c309b103ee6e7568ce5894cafd61ff33176533b427343eeba4f,275
698569cba23f3322e24e8f4c41adbc665a490f27cce71ab514dd8a2287a60,271
4980fcfec9a05a3d5afcf7d372b9f55e03150e7333176aa38ed812f8a2c4e,581
2f162b5a42750a9e4f14e9f66b4d5c5c13358f82d7d1231169c310d18bfe,413
a264f84b27769c1b6eb23815748cc1b8ddc98f9bb9bd39e7db995bd1851e121,415
6a14f4ac86f1a16186d54df931d5f68956df9c2029cd99959990f145e71fdaf9,1265
7a40f2eb18ba610707ccce65b5cf9d4858a66d1040f1f9bd67a7abfef07bc3,303
bb6c936e552c1ddcb4396f3a8f43252746c257d02381649ddb182bf4fb87e34c,284
c5dae6df278dced7eddc8a7c6fc10c71b2f15e619526bcd85a9fb10e6e01828,610
ea72dfabc96ba949cea5f1948e5e79338b78e0792bbe1650879f37eccf2c3b72,577
8d87061f5802fd2c59e3c8aa9ddb9b76fab7b4bda6070e944614fb0ad91f6ba,484
f5355441e4b3c7b55c2ca12643f8e38b2d2747072477798bf34e37f5ce889,439
52a34c7d5617e6e74c0f74e9dfd891181e7902bdd8c446e58bef93650326990,1337
bb78e652146a5e1cab73362e1c7fcbd8f7bc4f8c716996567df4a81173917,619
d37db74c47442756d5ffc94c6965c1e907440ebf9fc36898d62995f1eb87c7,419
4fa8145f5b58d3e145d6ff5792a0cbc63fc13851dbc2c5321a037a532010,337
c83612fba5aa55d4d2d2229050289b89901717b83d76810ac80115596a07ef6,275
88a6b51de14c3fa0f91fcd333e4ae89e245f5199ebadd53f6d76f0ac7f9f8f,548
ec65d8e7974926edfc30a810735dc05975365803f35d1138c9f2f692897c,310
e9a3e4c09e9bfbf5a39112a2dade543debfab294c66a090a9d858f2c2e6da39,475
e2fea3b4884325fe983217f37de30966b57c6641b28ecacf78264aeebcee338,609
992b24f378124f8f11529d91b34e89aab97f0a3d91faae2b31567a863ba6d66,415
5036b5178397cc8a97a18ee86fa14413f255f8e1d1a68aebde0d8f8eca11cfc,462
5436f4ed11469cf5aa8430c8cee4e26f6e465a48cd99b7eff35d1aec10dd8530,484
5bd1e328c2124d8e269339ddd1ed222d94d41929aaf3176d0df1b6c9e6e714,1291
2143f040c6f52095da8eb4f14958ca99be6fcd32d4588087fb9442befc502322,336
62e81beb906e223dfb18f34a277151b4233435f5d5587bca569853955c7b3a,403
5657ab7dff7052aa43d9e7fb482f41db276e28b9aecb682bb8139f7677ac648a,336
3cbb6012a35058a0bcf0931dbd6a53fc8933478bd1b7cf13126623432f974c83,537
ef5f953aab7b7fe6f96d6b2e380fb58e341de4c927e5ea993122826de4852,443
6ef157bd2f762ba9c0aabf6a838d06a18aed18a72fe1b273eb4cfa3ba6fbc,612
3b65cd482713da2b125a58aeb775f5a19ac38ed840adb4da0c78df62855f1,427
81f1d984976cf80fff3b1f44c98ee23b6c768d70ab2123cd77398218df0bf,921
67686f07fae64da0df8c7861a5e99316fabd86f6b1a21a687456776798e3,387
3af4fdcc271c4615a1fdfb1db53a1b84d75045b465b94a9449dfaa239c1d2ba,584
973db773a14061b783c39419eb5a4035413511babd02cde152293bf644ef,289
ae4fb277ae1ca411829bf5df8a538eb179b295fe965b79e113ff6dbd12577ec1,562
e61bd6e2a26b66c050af1997037ffc1e9a9d63d2eef87d12e6f41ba587012f,320
91d855ba5def3944c1fb16d7673c5fa732db9956f6ff8284911222c3d57f307f,363
e8a3d6d6ef379f47b2c227e95d23b4bb0927724b47f9d968aa87b86b2d922bc,516
ed89fbf59c4fd6d23285e1f220222dfa1f719ab4a7dca59a5f4c346c976,668
3638757473432f5f5fd020e5fb819aea818acc63e4542a0b0351114ebc999fd,354
de25c463bf1fb3deb06c540e33f569768f9d938f65e54306e4fe976afbd1f6f,576
f6f182d4a2522ae0968a9d6bbe13e2b2eadcfa1cf1cd570224a308ee95acfe8,455
854d5d948242caefad15991a31cfe4417af75ac6cf3af481d5b5c852aecf916,526
167edc223192e2844bfa542e2c222d21271b60647919f3d89b4670aba6cffd2e,510
b2a675ffbc7e4b7721d81cd91ea67d0ad8c1ee88a35ad54d59f95aeea5dbe3a,349
84adac1b3bfb5e7d365abb9c3d93ad8860c116ac15ae94c2aedd9773d7d4,275
26cc4759c3c1b1a56b93a633bf7c0a8bcb908fc2144324a77213c76c61ac,1289
e1ef84299f426b7c108ff88119ced3e226c6f97098e10f17e5fafe080a62f7,654
c1de4f2774ea2c43a3ffed9988df787c5bf6312adaebbfa71d91be99973069af,277
e5ba55ba579e14ab75dc6375286e12514a1a93c2763b26533770977cf2c780e1,1246
df79634168d2e9b6f0dae5c544f87df76865fbd1ace3dae91bdffdf756545c5,411
f736878835464015e0483e9e35e85873414185798eeec6736b457b8fa8ecac7,481
b2c2ef7439e0877b2be0916a30d371ba98ab381efc22206bb5ba5b8943f7a73,280
cfa472a924be49a0fbd66fca3aeba456ff81839bc361b0f51fe02818d61c794,322
e777df43493d05d325c8e92695345781b6a457b13ac88b6db35b7a3d48ef8a,512
f1448b623f79b037ca81292f0967979548d351791fb6bcfc939c98d31e24936,294
671d9523b8889ecfe5e3efcb8e17c2f498b5caeb34126228885c9b15413813,356
7ba96ba1a1a9b6a6c2b8deecf07f26c1b5187f7ace6dd498c58a61f48e1388,324
3b833853a9b1496e6d69e2218a91d336ef59e5762a80adff2623298fb,400
efd664dccb2ee28081bd8c8942fd258b149e3334157541d63b8774d9a2dee46,494
4def2a2e637ab13d57ae48d6861f5ccd552c8140b46591903961453ea4523a38,281
e0c94853bce04bfda6b3f4eadd16c4f4825461cb88df641585c378839cfddcb,379
a6204b3195519867bd3e495a5a6bb8768e168c79ec6a426b75a1eacec9a1680,1317
51b85c4aa2ce88e84c74330d29c97e1c132e26774606016e69c2a1d956180be,440
aeb0854d5c726f3aca36a41672d9c384c72686a59b4b477c1f592469d7354df,270
204295b2aea155ffd2a2e8abfa8320de452eb570b0820a1bf463ab6562d79ca,557
c46ec7ea7d9af7f5cd60d19bfa8a72aedaa319da46bfbe23e81992b94727296,292
d1741ddafe8015a3b1b8f5d2330fa9d2a9635be6c652cd804560b03152310,290
2492a1341ea90664a313b1f446f32d71b3d6dd08778b786579c33dc9585fc,307
86862f86913bb8385315d79783f88a9921c166ad36616c68bf7ffe2d44572b9d,337
3158ee35cdbab8fe7eeb38284ccd79534b741b592aa4d4664bc430519f5ee,821
6f5be445c9362e31eb781dcf6e55a206a6624dc3b514dedd3147c392a35d4,493
5be4bce9bac185b04851841c56c5786cb0c7526a6c17cd3e2f51b84338fd0f,768
f7f1e36adb3aee3cbed164d37faab5366ded49f77b931f1fcf10aad49486840,294
cfa013781336fe919277321aaa2d7d56392f9e897d961651e91de488c30d66c,426
faad4d2d6a86159eb8f1bac3f36d7ce148f55f908af966b2351092c1c4954b,349
8a7862551f8f1134ab8e4a9c4d3fdf2498ff235b98f66f7aec42ead4d558abb,514
873e2d42111724c8479c52af475dd188dfac9a364fa87141a0e05c538262595b,748
a84b9230d5abb67aed609b5d7c7781b32eb7209a4ff92eb9ebdc4f818ad7ac1,647
96a427cfd1766348cf3ab95bf06aa51ce81476fc5d231158ddfe8ddef98a464,331
9dcf7d4ae62ee184af936a5c26b717fe3e9d07adfece7e9aa3cc4d5b963e475,588
497be8478265f5727a9d423c28f4cda4c37162e515518863c5af2510d65450,341
1823fccf9e2d48ae8cb7967bf44e6526cc956394965b39374f37ccc552167bb,331
b18f434c13265559c29f5b82fc9f5c7c353611be20ebffda6174f16ddc2cc2c,418
62e1eb2975897caf610f4ec4b13b9b751ed12a8d122c609f3a69dc4ae887,270
ea6344aed470ef88aec0b612df9d5fd7e21ce808b10a23dc3f72e74563d57b,404
b33daf358948719a36622a1faa764e71665b6c3cdf4222bb5f930857f96753,284
8a1b6c226eae7d90ed3783b6e4ac8d96a65ee22ba68b39a26cffdc68d92e7,403
2bb3b185cfb696f35c3b72b2a7a1ef58439923d493b22ea7172c3c3702c479f,473
73d7b21617a14fa6b64e7d81fdc56c2c7164f4849a20a9a495f67784210b5,271
109183f7cf44835a1f43423c1dea676c752935a6ade0356ef44ccc621bcde92,601
59d59a8972d34ad49f74988df38bf54733bbf62077c3459d28edf36a4b4572,280
b47cea437d8263339614fdd6d7d332f83f1ef2a7bd14e5686f4d97ed5d1a15,384
531eaad8d6c24452b663771f7a19576d50db3fc068a022ab239ea19bcf948cc9,439
111e39c58d328db566b6b214af15fa18d9f76e9cb0dc292dcead42010167b,307
5712393de88b8137fa21ecc1417c8ad7a118cb1ddf34bb4bdda2ad38cabf5,451
89b0a73ce15852b7e22dd497583fe7666412aecd15c2c97986a6b9e1dbc61a2,293
56b0956979c37e149987648ab2c0399c3a9960a9d1b70e575173014f3376fe,330
d199747cfbbf5c9ccf599fbca4f4badadb273d746b94efaa543a927ef89b2a,391
ec11aa3c46e1565d725df54d943d0d03c652ff7e5517674588b8fcc35ea61cf,326
37b69b321eef764852b953df6dff963c11ce5b2c3f56842688615ca35176a4b5,452
